ID,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,EARNINGS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC,EXP
5794,0,1,1983,28,26,44000,210,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,15,16,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-.1398302,-.1106458,-.1885693,-.4071949,-.6324725,-.6140366,-.159512,-.237433,-.1599566,38040,74,190,240,12,17,12,17,2,0,0,1,0,1,0,0,11,14,50,1.115385,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6.788462
3496,0,1,1983,28,22,19700,156,0,0,0,1,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,1,0,0,13,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,.3865651,.8694234,-.309784,.5946292,1.74022,-.3363256,.3657811,.4305441,.2980508,62671,68,145,155,12,14,,14,2,0,0,1,0,0,1,0,,9.5,40,.9423077,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4.692307
5896,0,1,1982,29,19,28400,178,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-1.370965,-.7697693,-1.147831,-.3563493,-1.209039,-1.801075,-1.280818,-1.020588,-1.023004,14553,68,138,143,11,13,11,13,1,0,0,1,0,0,1,0,5,11.42,40,2.596154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.923077
3471,0,1,1984,27,28,60100,378,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,1,0,0,0,0,11,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.186397,.8670282,1.446418,.8625659,1.229121,1.005163,1.287267,1.220108,1.233316,88111,73,175,170,13,14,13,14,1,0,0,1,0,0,1,0,3,11,40,1.692308,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.692308
79,0,1,1983,28,18,,,0,0,0,0,1,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,1,0,12,,0,1,0,0,,,,,0,0,1,0,0,0,1,0,0,0,-.7152421,-1.103236,-1.028175,-1.66027,-.3774311,-3.656701,-.9792036,-1.261805,-1.137025,10563,66,150,165,14,11,14,,2,1,0,0,0,0,1,0,4,8,10,1.519231,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2.788461
2731,0,1,1982,29,19,60410,323,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,1,0,0,0,0,10,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.259459,1.530719,1.092971,1.678043,1.182447,1.368757,1.962242,1.835395,1.398762,97433,72,190,210,16,17,16,17,2,0,1,0,0,1,0,0,6,41.48,51,6.153846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6.153846
5041,0,1,1984,27,27,101200,540,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,13,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-.1338533,-.1460516,-.1327083,-.129717,-.9645306,-.4207934,-.1506064,-.1523896,-.1490483,48620,69,145,140,13,18,13,18,1,0,1,0,0,1,0,0,8,19.23,40,.3846154,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.076923
2178,0,1,1982,29,25,,,0,0,0,0,1,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1.929327,-1.889848,-1.712758,-2.174474,-.8176568,-1.48378,-2.050694,-2.15712,-1.921579,2746,67,155,210,12,12,12,,3,1,0,0,0,0,1,0,7,60.1,80,4.269231,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,8.711538
8909,0,1,1984,27,30,35000,187,1,0,0,0,0,0,0,0,1,0,0,1,0,19,0,0,1,0,0,0,0,0,13,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.090742,-.6059215,-.272828,-.5834532,-.6816277,-.4666111,-.841354,-.7150216,-.469009,22891,68,138,130,5,14,5,14,5,0,0,0,1,0,1,0,4,26.5,45,1.326923,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.596154
5595,0,1,1980,31,22,,,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,.8591472,.4140974,.8873079,.0862852,2.22218,-.5939018,.8293254,.6281058,.6936175,77177,73,300,320,14,12,14,12,1,0,0,1,0,1,0,0,5,26,40,.6346154,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8.384615
8901,0,1,1983,28,31,80400,505,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,14,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-.748275,-.8687482,-.5388685,.4536317,-.2598847,-.3338322,-.7984689,-.4769738,-.7510418,28721,70,180,180,12,12,12,12,2,0,0,1,0,1,0,0,3,17,40,5.788462,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,9.711538
3220,0,1,1983,28,24,61560,387,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,10,5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,.268286,-.1117841,-.5277479,-.1347412,.8130364,-.5264532,-.0287371,-.1422197,-.3414398,35519,73,211,170,16,17,16,17,1,0,1,0,0,0,1,0,3,10,40,.8076923,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2.673077
3938,0,1,1982,29,30,,,1,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,.6824036,.2455871,.7738099,.8119154,.3068659,.9330224,.6547003,.7027866,.543229,72386,67,138,130,14,16,14,16,3,0,0,1,0,0,1,0,2,13.37,24,9.288462,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5.25
6286,0,1,1983,28,21,32000,171,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,3,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,.6337792,-.0673907,.9802064,.4960369,-.9747257,.591871,.5986907,.5709627,.4863916,69579,65,200,220,12,12,12,12,2,0,0,0,1,1,0,0,4,8,40,4.365385,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.173077
640,0,1,1982,29,29,69500,371,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,.1570738,-.2882718,.29896,.2415648,-.3784648,.006696,.0888151,.1139134,.0053077,54911,75,210,225,16,16,16,16,2,0,1,0,0,0,1,0,4,34.95,40,6.076923,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,7
1460,0,1,1984,27,28,75100,320,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,11,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.94722,1.464631,1.679951,1.549531,.9701234,-.1010051,1.933778,1.857821,1.676541,98598,75,150,170,16,16,16,16,4,0,0,1,0,0,1,0,3,39.74,60,5.519231,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.576923
5030,0,1,1983,28,35,33600,204,1,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,6,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.777144,1.767536,1.569599,.9593143,.3817578,.5719231,1.89322,1.69895,1.779225,96742,71,220,235,12,16,12,16,3,0,1,0,0,1,0,0,13,7.75,12,1.269231,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4.326923
5031,0,1,1981,30,30,,,1,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1.000627,.694086,.5133647,1.445228,2.594858,1.431929,.8812615,1.021679,.6435137,86988,70,185,190,12,14,12,14,1,0,1,0,0,1,0,0,5,33.75,40,1.403846,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.865385
5437,0,1,1984,27,28,11242,71,1,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,1,0,0,8,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.46771,1.090133,.1074968,1.419135,.4062958,.0246038,1.135258,1.142334,.6382767,85681,70,180,216,11,9,11,9,3,0,1,0,0,0,1,0,3,23.9,40,3.25,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,5.346154
5533,0,1,1984,27,21,246474,1627,0,0,0,1,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,12,13,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.137869,.2967439,1.044964,.4183709,.3997013,1.259186,.4440061,.5304756,.71511,78348,78,185,200,16,14,,14,2,0,1,0,0,1,0,0,1,15,50,6.826923,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8.846154
5153,0,1,1982,29,24,40100,252,1,0,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.3733861,-.0754113,-.0902613,.453591,-.0508843,.4577035,.1592328,.1844246,-.0887414,62053,71,190,212,14,12,14,12,0,0,1,0,0,0,1,0,8,12.5,40,.7307692,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.961539
3647,0,1,1984,27,27,64000,342,1,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,0,10,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,.9775442,.1942977,1.062757,.7682142,-1.551604,-1.138291,.8822062,.839651,.6699663,76262,70,155,155,14,14,14,14,2,0,0,1,0,0,1,0,3,20.67,40,5.019231,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1510,0,1,1980,31,25,44100,188,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,1,0,0,,,0,0,0,1,,,,,0,0,1,0,0,0,1,0,0,0,-.2213486,-.043496,-.5305694,-.2306941,-.7232421,.3492557,-.2798371,-.2877656,-.306528,32868,69,180,170,14,12,,12,5,0,0,1,0,0,1,0,14,16.5,45,4.576923,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10.17308
4519,0,1,1984,27,27,75000,594,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,11,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1.360333,-.6981232,-.9656418,-1.262997,-1.21578,-.203861,-1.205225,-1.200291,-.8876398,12591,74,165,175,12,13,12,13,0,0,0,0,1,0,1,0,,13.56,40,7.057693,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,7.384615
1484,0,1,1980,31,23,75126,472,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.012102,.1659498,.4435957,1.352082,1.109033,-.075882,1.272844,1.111344,.3246646,81152,69,145,155,13,13,13,13,1,0,0,1,0,0,1,0,11,18,50,1.826923,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8.153846
165,0,1,1980,31,27,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.0983247,.2046517,-.9720576,.7266045,2.312689,-.3888133,-.1572809,.015468,-.409632,40421,70,212,230,12,13,12,13,2,1,0,0,0,0,1,0,6,36.66,48,2.826923,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.711538
4193,0,1,1982,29,23,974,6,0,0,0,1,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,1,0,0,,8,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-.2489113,.8762007,-.3571559,-.6712083,-.6585652,-.6282054,.0053864,-.1128619,.2764027,43811,67,181,186,10,12,,12,7,0,0,1,0,0,1,0,10,13,48,2.903846,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9.576923
5345,0,1,1980,31,30,82000,515,1,0,0,0,0,0,1,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.031283,1.679878,.9573677,1.895929,.6858323,1.831004,1.840568,1.836309,1.405991,97965,71,166,153,16,17,16,17,2,0,1,0,0,0,1,0,7,25,10,2.961539,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.75
6134,0,1,1984,27,24,27800,257,0,0,0,0,1,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,,12,,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.903531,1.276813,1.569857,1.321603,1.676886,.9069828,1.827906,1.698449,1.517672,96906,76,165,165,15,12,15,,2,0,0,1,0,1,0,0,2,17.69,50,7.038462,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8.403846
297,0,1,1984,27,28,45000,283,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,10,8,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-1.626728,-1.1136,-.4429733,-.5103042,-.5091822,-2.683935,-1.322173,-1.034214,-.8304767,17932,69,190,230,14,11,14,11,3,1,0,0,0,0,1,0,2,15,40,5.211538,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,7.403846
2333,0,1,1981,30,30,61300,373,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,.2898869,.4971615,.8225176,.1963931,.1903482,1.176971,.5214975,.5047343,.7033626,72880,71,165,170,13,14,13,14,1,1,0,0,0,0,1,0,3,25.48,40,7.538462,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,7.153846
1349,0,1,1983,28,32,50576,318,0,0,0,1,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,13,,0,1,0,0,,,,,0,1,0,0,0,1,0,0,0,0,-.6843404,.5347657,-.3086719,-.4093152,-.0435859,.2134859,-.3144119,-.2433994,.1201786,37574,70,145,160,18,16,,16,2,0,0,1,0,0,1,0,6,20.75,40,1.711538,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,7.942307
2904,0,1,1980,31,20,20258,123,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-.2224142,-.9518529,-.943144,-1.252661,-1.294818,-1.038676,-.6433959,-.943679,-1.01095,20439,74,173,190,12,10,12,10,1,0,1,0,0,0,1,0,8,14,40,1.615385,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,11.25
5715,0,1,1980,31,26,27015,144,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-.8553673,-.6684182,-1.458028,-1.312028,-.5494777,-1.235972,-1.054848,-1.202178,-1.134377,11622,74,325,325,10,12,10,12,3,0,0,1,0,1,0,0,5,8,24,.3076923,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12.32692
1186,0,1,1980,31,24,81300,376,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.877839,.5586604,.8317049,1.41463,.9898376,1.779576,1.413615,1.309773,.7410579,87831,71,145,160,12,12,12,12,3,1,0,0,0,0,1,0,5,40.06,60,5.942307,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8.596154
2900,0,1,1981,30,32,,,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1.262759,.0281852,.518925,.1836715,-.1670724,-.1648312,.8438697,.5572255,.2913693,71105,68,180,170,17,16,17,16,1,0,1,0,0,0,1,0,10,27.27,44,3.019231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6.211538
6292,0,1,1980,31,31,,,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-.8905314,-.5170254,-.026806,-.6123413,-1.414673,-.6730697,-.6392931,-.5733598,-.2904049,26158,71,220,280,12,12,12,12,5,0,0,0,1,0,1,0,3,11.59,40,6.461538,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.826923
237,0,1,1983,28,32,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,6,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.4835327,1.224571,-.457688,-.0520509,.6156968,1.485471,.4760192,.3347105,.4085688,58782,67,135,140,13,14,13,14,1,1,0,0,0,0,1,0,4,22.06,40,1.211538,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.384615
6106,0,1,1984,27,23,55000,346,1,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,7,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.204759,-1.13978,-.896694,-.6587225,-1.424166,-.7867111,-1.222141,-1.091957,-1.086397,15702,76,195,255,12,15,12,15,1,0,0,1,0,0,1,0,7,19.77,40,1.134615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7.288462
1226,0,1,1980,31,23,,,0,1,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,1,0,0,,,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-.1094629,.6565536,.1989423,-.0451711,-.7084045,1.320776,.1744753,.195494,.4558243,57412,70,200,195,12,15,12,15,2,0,1,0,0,0,1,0,7,2.6,40,3.942308,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11.25
1364,0,1,1980,31,25,,,0,0,0,0,0,1,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,,,0,1,0,0,,,,,0,0,1,0,0,1,0,0,0,0,-.4685626,-.2301758,-2.119704,-.2794601,-1.369501,-.138219,-.9036676,-.8675178,-1.253529,20042,72,185,210,10,12,,,3,0,0,1,0,0,1,0,6,21.22,40,1.461538,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3.173077
6393,0,1,1980,31,23,133750,1627,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.0247999,.4038528,.5114314,-.0515319,-.9606432,-1.110675,.2646913,.2480155,.487708,55389,67,145,175,16,9,16,9,2,0,0,0,1,0,1,0,15,11,32,.25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.538462
1237,0,1,1983,28,28,116250,921,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,13,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-.1217154,.7749452,-.5733423,.1832982,-1.033417,-.3241699,-.0119389,.0730186,.1071181,44271,71,165,200,14,19,14,19,1,0,1,0,0,0,1,0,5,19.23,45,5.173077,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5.769231
1025,0,1,1981,30,31,50000,314,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,.7289049,.7805961,.5834246,.2462192,.4923751,.1406197,.7749538,.6539361,.7270089,75378,69,230,211,16,16,16,16,2,0,0,0,1,0,1,0,8,18.31,40,.2692308,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6.403846
4638,0,1,1983,28,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,1,9,,0,1,0,0,,,,,0,0,1,0,0,0,0,0,0,1,.144679,-.3269213,.4297364,.1779976,-.7246302,-.0283813,.1073185,.1184369,.0544369,55111,68,170,178,14,12,14,12,6,0,0,0,1,0,1,0,2,19.9,40,5.980769,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,9.326923
5545,0,1,1983,28,26,41750,262,0,1,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,11,3,,,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-.8441771,-.2278899,-.1529834,-.319204,-.2163611,-.737152,-.5690395,-.4327589,-.2035031,35799,72,175,200,16,12,12,12,1,0,1,0,0,1,0,0,4,14.86,50,2.653846,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9.519231
4259,0,1,1981,30,26,24990,198,0,0,0,1,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,1,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,.3005427,.5517995,.8080608,.4444638,-.2316982,1.166062,.5383949,.5883779,.7247903,79253,64,215,220,12,12,,12,1,0,0,1,0,0,1,0,3,51.92,50,6.557693,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10.73077
5134,0,1,1984,27,39,37000,193,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,7,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-2.122221,-1.8865,-1.381552,-.832584,-.5250089,-.8487363,-2.064772,-1.741977,-1.743169,6386,74,260,250,16,14,16,14,4,0,1,0,0,0,1,0,8,10.47,12,.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4.038462
58,0,1,1983,28,37,25500,160,1,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,1,0,0,7,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-.8164721,-1.013311,-.7412635,-.9743651,-1.690886,-1.218081,-.9312873,-.9927447,-.9360666,15235,67,215,205,12,12,12,12,0,1,0,0,0,0,1,0,4,37.5,40,5.5,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,5.884615
394,0,1,1984,27,24,,,1,0,0,0,0,0,0,0,1,0,0,1,0,17,0,0,0,1,0,0,0,0,9,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.243939,.3160949,1.213997,.1024518,.5995139,1.599234,1.103636,.8042998,.815571,85233,69,180,192,16,14,16,14,1,0,0,0,1,0,1,0,3,33.4,40,1.980769,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2.480769
6361,0,1,1983,28,35,43000,340,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,7,8,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-.473356,.2968627,-.5055066,-1.322088,-1.067378,-1.210289,-.3179206,-.5614346,-.1116571,32800,71,220,209,12,12,12,12,3,0,0,0,1,0,1,0,11,13.85,50,1.057692,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.807693
2523,0,1,1984,27,26,50502,317,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,13,13,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,.1996725,.651891,1.886794,1.05763,-.4936852,.4291704,.8068838,1.061606,1.35343,84294,68,130,125,16,12,16,12,1,1,0,0,0,1,0,0,3,22.6,40,3.461539,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5.788462
2327,0,1,1982,29,29,25040,198,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,13,,0,1,0,0,,,,,0,1,0,0,0,1,0,0,0,0,-.2062882,.4083628,-.1881226,-.3574094,.9021822,-.8825401,-.0532964,-.0967388,.117057,41604,69,220,225,14,12,,12,1,1,0,0,0,0,1,0,5,12,40,.3461539,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11
3246,0,1,1980,31,22,6250,49,0,0,0,1,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,1,0,0,,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,.3434076,-.6957372,-1.117738,.5993887,.4301315,.8878466,-.3100352,-.2442716,-.9674765,41965,71,160,155,13,12,,12,2,0,1,0,0,0,1,0,5,11.91,40,3.269231,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,6.673077
3456,0,1,1984,27,29,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,16,7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.085168,1.547727,1.527598,1.265416,1.282372,1.261056,1.440988,1.517708,1.639608,98818,73,185,210,16,14,16,14,1,0,0,1,0,0,1,0,3,21,40,3.326923,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.615385
3759,0,1,1981,30,19,20186,109,0,0,0,0,0,1,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-.6861823,-.5489287,-1.525043,-.9114441,.2734385,.1290873,-.9474493,-1.028055,-1.106393,14584,67,150,170,12,12,,,2,0,0,1,0,0,1,0,4,22.67,15,.3269231,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,4.423077
6441,0,1,1983,28,31,68000,427,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,6,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.9300098,.7066477,.6376917,.8130162,.7662156,.4908852,.8800673,.8633114,.7165133,81785,72,150,183,12,14,12,14,5,0,0,0,1,0,1,0,2,20.98,40,4.846154,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6.634615
5161,0,1,1982,29,32,,,1,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,1,0,0,9,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-.6112077,-.6411424,.0376257,-.0997975,-.7461068,-.2735084,-.5021854,-.3684726,-.3222337,29925,67,190,220,7,11,7,11,4,0,1,0,0,0,1,0,7,9.33,40,1.288462,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,11.76923
